timestamp_utc,asset,price,volume
2026-03-13T10:30:13Z,TSLA,395.01,59382702
2026-03-13T11:03:03Z,SPY,666.06,107906562
2026-03-13T11:03:03Z,QQQ,597.26,71249603
2026-03-13T11:03:03Z,AAPL,255.76,40132517
2026-03-13T11:03:03Z,MSFT,401.86,26767393
2026-03-13T11:03:03Z,NVDA,183.14,153887196
2026-03-13T11:03:03Z,TSLA,395.01,59382702
2026-03-13T11:30:08Z,SPY,666.06,107906562
2026-03-13T11:30:08Z,QQQ,597.26,71249603
2026-03-13T11:30:08Z,AAPL,255.76,40132517
2026-03-13T11:30:08Z,MSFT,401.86,26767393
2026-03-13T11:30:08Z,NVDA,183.14,153887196
2026-03-13T11:30:08Z,TSLA,395.01,59382702
